uid,split,env,section,platform,scene_name,camera,decision,issue_type,note,reviewer,updated_at_utc
validation|Home/MasterBedroom/beside_table_01/0236|top_view_camera,validation,Home,MasterBedroom,beside_table_01,0236,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/0057|side_view_camera,validation,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,0057,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/0110|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,0110,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_long_A1_01/0046|top_view_camera,validation,Logistic_site,General_LogisticSite,rack_long_A1_01,0046,top_view_camera,pending,,,,
validation|Home/MasterBedroom/bed_01/0020|top_view_camera,validation,Home,MasterBedroom,bed_01,0020,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/0061|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,0061,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0035|top_view_camera,validation,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,0035,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_long_A1_01/0017|top_view_camera,validation,Logistic_site,General_LogisticSite,rack_long_A1_01,0017,top_view_camera,pending,,,,
validation|Home/MasterBedroom/sideboard_01/0081|side_view_camera,validation,Home,MasterBedroom,sideboard_01,0081,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/0113|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,0113,top_view_camera,pending,,,,
validation|Home/MasterBedroom/bed_01/0185|side_view_camera,validation,Home,MasterBedroom,bed_01,0185,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0194|top_view_camera,validation,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,0194,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A5_02/0028|top_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A5_02,0028,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/0100|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,0100,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/0043|side_view_camera,validation,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,0043,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/0153|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,0153,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/0112|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,0112,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0122|top_view_camera,validation,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,0122,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/0080|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,0080,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/0074|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,0074,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/0146|side_view_camera,validation,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,0146,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0123|side_view_camera,validation,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,0123,side_view_camera,pending,,,,
validation|Home/MasterBedroom/sideboard_01/0166|top_view_camera,validation,Home,MasterBedroom,sideboard_01,0166,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/0062|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,0062,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_long_A1_01/0075|top_view_camera,validation,Logistic_site,General_LogisticSite,rack_long_A1_01,0075,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/0183|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,0183,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/0181|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,0181,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/0193|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,0193,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/0123|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,0123,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A7_01/0199|side_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A7_01,0199,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A7_01/0127|side_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A7_01,0127,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0048|top_view_camera,validation,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,0048,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/0021|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,0021,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A7_01/0011|top_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A7_01,0011,top_view_camera,pending,,,,
validation|Home/MasterBedroom/sideboard_01/0108|side_view_camera,validation,Home,MasterBedroom,sideboard_01,0108,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A5_01/0142|top_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A5_01,0142,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/0022|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,0022,top_view_camera,pending,,,,
validation|Home/MasterBedroom/sideboard_01/0225|top_view_camera,validation,Home,MasterBedroom,sideboard_01,0225,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/conveyor_track_02/0163|top_view_camera,validation,Logistic_site,General_LogisticSite,conveyor_track_02,0163,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/0172|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,0172,side_view_camera,pending,,,,
validation|Home/MasterBedroom/sideboard_01/0224|side_view_camera,validation,Home,MasterBedroom,sideboard_01,0224,side_view_camera,pending,,,,
validation|Home/MasterBedroom/sideboard_01/0197|side_view_camera,validation,Home,MasterBedroom,sideboard_01,0197,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/0210|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,0210,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/0099|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,0099,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/0028|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,0028,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/0170|top_view_camera,validation,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,0170,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_long_A1_01/0060|side_view_camera,validation,Logistic_site,General_LogisticSite,rack_long_A1_01,0060,side_view_camera,pending,,,,
validation|Home/MasterBedroom/sideboard_01/0278|side_view_camera,validation,Home,MasterBedroom,sideboard_01,0278,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0194|side_view_camera,validation,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,0194,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/0073|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,0073,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A7_01/0018|side_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A7_01,0018,side_view_camera,pending,,,,
validation|Home/MasterBedroom/desk_and_chair_01/0054|side_view_camera,validation,Home,MasterBedroom,desk_and_chair_01,0054,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/conveyor_track_01/0040|top_view_camera,validation,Logistic_site,General_LogisticSite,conveyor_track_01,0040,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/0184|side_view_camera,validation,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,0184,side_view_camera,pending,,,,
validation|Home/MasterBedroom/beside_table_01/0171|side_view_camera,validation,Home,MasterBedroom,beside_table_01,0171,side_view_camera,pending,,,,
validation|Home/MasterBedroom/floor_01/0165|top_view_camera,validation,Home,MasterBedroom,floor_01,0165,top_view_camera,pending,,,,
validation|Home/MasterBedroom/beside_table_01/0135|top_view_camera,validation,Home,MasterBedroom,beside_table_01,0135,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A5_02/0090|top_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A5_02,0090,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0040|side_view_camera,validation,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,0040,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/0044|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,0044,side_view_camera,pending,,,,
validation|Home/MasterBedroom/floor_01/0012|side_view_camera,validation,Home,MasterBedroom,floor_01,0012,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/conveyor_track_02/0187|top_view_camera,validation,Logistic_site,General_LogisticSite,conveyor_track_02,0187,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/0056|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,0056,side_view_camera,pending,,,,
validation|Home/MasterBedroom/vanity_01/0082|side_view_camera,validation,Home,MasterBedroom,vanity_01,0082,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A5_02/0190|top_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A5_02,0190,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A5_01/0002|top_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A5_01,0002,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/conveyor_track_02/0165|side_view_camera,validation,Logistic_site,General_LogisticSite,conveyor_track_02,0165,side_view_camera,pending,,,,
validation|Home/MasterBedroom/bed_01/0221|top_view_camera,validation,Home,MasterBedroom,bed_01,0221,top_view_camera,pending,,,,
validation|Home/MasterBedroom/vanity_01/0143|top_view_camera,validation,Home,MasterBedroom,vanity_01,0143,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A7_01/0142|top_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A7_01,0142,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A5_02/0134|side_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A5_02,0134,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/0086|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,0086,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/0192|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,0192,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/conveyor_track_02/0129|top_view_camera,validation,Logistic_site,General_LogisticSite,conveyor_track_02,0129,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/0042|top_view_camera,validation,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,0042,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/conveyor_track_02/0041|side_view_camera,validation,Logistic_site,General_LogisticSite,conveyor_track_02,0041,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A7_01/0003|side_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A7_01,0003,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/conveyor_track_01/0139|top_view_camera,validation,Logistic_site,General_LogisticSite,conveyor_track_01,0139,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/0148|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,0148,side_view_camera,pending,,,,
validation|Home/MasterBedroom/vanity_01/0247|top_view_camera,validation,Home,MasterBedroom,vanity_01,0247,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/0182|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,0182,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A5_02/0192|side_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A5_02,0192,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A5_02/0112|top_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A5_02,0112,top_view_camera,pending,,,,
validation|Home/MasterBedroom/vanity_01/0208|side_view_camera,validation,Home,MasterBedroom,vanity_01,0208,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/0185|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,0185,side_view_camera,pending,,,,
validation|Home/MasterBedroom/vanity_01/0225|top_view_camera,validation,Home,MasterBedroom,vanity_01,0225,top_view_camera,pending,,,,
validation|Home/MasterBedroom/desk_and_chair_01/0239|top_view_camera,validation,Home,MasterBedroom,desk_and_chair_01,0239,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/conveyor_track_02/0193|side_view_camera,validation,Logistic_site,General_LogisticSite,conveyor_track_02,0193,side_view_camera,pending,,,,
validation|Home/MasterBedroom/bed_01/0080|top_view_camera,validation,Home,MasterBedroom,bed_01,0080,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/0134|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,0134,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/0015|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,0015,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/0191|top_view_camera,validation,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,0191,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A5_02/0063|side_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A5_02,0063,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/0149|side_view_camera,validation,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,0149,side_view_camera,pending,,,,
validation|Home/MasterBedroom/bed_01/0258|top_view_camera,validation,Home,MasterBedroom,bed_01,0258,top_view_camera,pending,,,,
validation|Home/MasterBedroom/sideboard_01/0259|top_view_camera,validation,Home,MasterBedroom,sideboard_01,0259,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/0191|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,0191,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A5_02/0070|top_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A5_02,0070,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/0016|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,0016,top_view_camera,pending,,,,
validation|Home/MasterBedroom/beside_table_01/0230|top_view_camera,validation,Home,MasterBedroom,beside_table_01,0230,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/0207|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,0207,top_view_camera,pending,,,,
validation|Home/MasterBedroom/vanity_01/0227|side_view_camera,validation,Home,MasterBedroom,vanity_01,0227,side_view_camera,pending,,,,
validation|Home/MasterBedroom/beside_table_01/0063|side_view_camera,validation,Home,MasterBedroom,beside_table_01,0063,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0071|top_view_camera,validation,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,0071,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0088|side_view_camera,validation,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,0088,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A5_01/0020|top_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A5_01,0020,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/conveyor_track_01/0201|top_view_camera,validation,Logistic_site,General_LogisticSite,conveyor_track_01,0201,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A7_01/0107|side_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A7_01,0107,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/coating_machine_01/0023|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,coating_machine_01,0023,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A5_02/0088|top_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A5_02,0088,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/0063|side_view_camera,validation,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,0063,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/0101|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,0101,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/conveyor_track_01/0158|side_view_camera,validation,Logistic_site,General_LogisticSite,conveyor_track_01,0158,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0144|side_view_camera,validation,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,0144,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/0103|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,0103,top_view_camera,pending,,,,
validation|Home/MasterBedroom/vanity_01/0210|side_view_camera,validation,Home,MasterBedroom,vanity_01,0210,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/0026|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,0026,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/0020|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,0020,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/stainless_steel_work_table_01/0095|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,stainless_steel_work_table_01,0095,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A5_01/0162|side_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A5_01,0162,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A7_01/0096|side_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A7_01,0096,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0047|top_view_camera,validation,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,0047,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/0114|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,0114,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A7_01/0026|side_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A7_01,0026,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/0147|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,0147,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_small_A5_01/0155|top_view_camera,validation,Logistic_site,General_LogisticSite,rack_small_A5_01,0155,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/0133|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,0133,side_view_camera,pending,,,,
validation|Home/MasterBedroom/bed_01/0145|side_view_camera,validation,Home,MasterBedroom,bed_01,0145,side_view_camera,pending,,,,
validation|Home/MasterBedroom/vanity_01/0122|side_view_camera,validation,Home,MasterBedroom,vanity_01,0122,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/0011|top_view_camera,validation,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,0011,top_view_camera,pending,,,,
validation|Home/MasterBedroom/desk_and_chair_01/0182|top_view_camera,validation,Home,MasterBedroom,desk_and_chair_01,0182,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/0189|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,0189,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0054|side_view_camera,validation,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,0054,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/0027|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,0027,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/0026|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,0026,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/0110|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,0110,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/0205|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,0205,top_view_camera,pending,,,,
validation|Home/MasterBedroom/floor_01/0244|top_view_camera,validation,Home,MasterBedroom,floor_01,0244,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/0088|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,0088,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/0136|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,0136,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/0099|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,0099,top_view_camera,pending,,,,
validation|Home/MasterBedroom/floor_01/0218|top_view_camera,validation,Home,MasterBedroom,floor_01,0218,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/thor_table_01/0007|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,thor_table_01,0007,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/packing_table_01/0133|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,packing_table_01,0133,side_view_camera,pending,,,,
validation|Home/MasterBedroom/bed_01/0242|side_view_camera,validation,Home,MasterBedroom,bed_01,0242,side_view_camera,pending,,,,
validation|Home/MasterBedroom/beside_table_01/0157|top_view_camera,validation,Home,MasterBedroom,beside_table_01,0157,top_view_camera,pending,,,,
validation|Home/MasterBedroom/sideboard_01/0110|top_view_camera,validation,Home,MasterBedroom,sideboard_01,0110,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_02/0065|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_02,0065,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/conveyor_track_01/0114|top_view_camera,validation,Logistic_site,General_LogisticSite,conveyor_track_01,0114,top_view_camera,pending,,,,
validation|Home/MasterBedroom/vanity_01/0235|top_view_camera,validation,Home,MasterBedroom,vanity_01,0235,top_view_camera,pending,,,,
validation|Home/MasterBedroom/beside_table_01/0210|side_view_camera,validation,Home,MasterBedroom,beside_table_01,0210,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/sorter_01/0116|top_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,sorter_01,0116,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/solid_top_rackable_pallet_01/0014|side_view_camera,validation,Logistic_site,General_LogisticSite,solid_top_rackable_pallet_01,0014,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0188|top_view_camera,validation,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,0188,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/conveyor_track_01/0115|side_view_camera,validation,Logistic_site,General_LogisticSite,conveyor_track_01,0115,side_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/slide_chute_01/0061|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,slide_chute_01,0061,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/conveyor_track_02/0197|top_view_camera,validation,Logistic_site,General_LogisticSite,conveyor_track_02,0197,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_long_A1_01/0005|top_view_camera,validation,Logistic_site,General_LogisticSite,rack_long_A1_01,0005,top_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/two_tier_rolling_cart_01/0051|side_view_camera,validation,Logistic_site,General_LogisticSite,two_tier_rolling_cart_01,0051,side_view_camera,pending,,,,
validation|Home/MasterBedroom/sideboard_01/0168|top_view_camera,validation,Home,MasterBedroom,sideboard_01,0168,top_view_camera,pending,,,,
validation|Manufactory/Seongju_Melon_Processing_Facility/green_conveyor_01/0188|side_view_camera,validation,Manufactory,Seongju_Melon_Processing_Facility,green_conveyor_01,0188,side_view_camera,pending,,,,
validation|Logistic_site/General_LogisticSite/rack_long_A1_01/0097|top_view_camera,validation,Logistic_site,General_LogisticSite,rack_long_A1_01,0097,top_view_camera,pending,,,,
